,To,From,Value,Year,Type
578,Connecticut,Colorado,672.0,2021,MOE
579,Delaware,Colorado,215.0,2021,MOE
580,District of Columbia ,Colorado,258.0,2021,MOE
581,Florida,Colorado,3586.0,2021,MOE
582,Georgia,Colorado,2307.0,2021,MOE
583,Hawaii,Colorado,1257.0,2021,MOE
584,Idaho,Colorado,3839.0,2021,MOE
585,Illinois,Colorado,2129.0,2021,MOE
586,Indiana,Colorado,688.0,2021,MOE
587,Iowa,Colorado,1462.0,2021,MOE
588,Kansas,Colorado,2284.0,2021,MOE
589,Kentucky,Colorado,1684.0,2021,MOE
590,Louisiana,Colorado,1231.0,2021,MOE
591,Maine,Colorado,880.0,2021,MOE
592,Maryland,Colorado,1462.0,2021,MOE
593,Massachusetts,Colorado,960.0,2021,MOE
594,Michigan,Colorado,1996.0,2021,MOE
595,Minnesota,Colorado,1717.0,2021,MOE
596,Mississippi,Colorado,817.0,2021,MOE
597,Missouri,Colorado,1597.0,2021,MOE
598,Montana,Colorado,1364.0,2021,MOE
599,Nebraska,Colorado,946.0,2021,MOE
600,Nevada,Colorado,2204.0,2021,MOE
601,New Hampshire,Colorado,782.0,2021,MOE
602,New Jersey,Colorado,976.0,2021,MOE
603,New Mexico,Colorado,4111.0,2021,MOE
604,New York,Colorado,1938.0,2021,MOE
605,North Carolina,Colorado,2572.0,2021,MOE
606,North Dakota,Colorado,683.0,2021,MOE
607,Ohio,Colorado,905.0,2021,MOE
608,Oklahoma,Colorado,1907.0,2021,MOE
609,Oregon,Colorado,1396.0,2021,MOE
610,Pennsylvania,Colorado,2171.0,2021,MOE
611,Rhode Island,Colorado,459.0,2021,MOE
612,South Carolina,Colorado,1763.0,2021,MOE
613,South Dakota,Colorado,1114.0,2021,MOE
614,Tennessee,Colorado,2270.0,2021,MOE
615,Texas,Colorado,6185.0,2021,MOE
616,Utah,Colorado,1080.0,2021,MOE
617,Vermont,Colorado,434.0,2021,MOE
618,Virginia,Colorado,1899.0,2021,MOE
619,Washington,Colorado,1936.0,2021,MOE
620,West Virginia,Colorado,86.0,2021,MOE
621,Wisconsin,Colorado,1701.0,2021,MOE
622,Wyoming,Colorado,2387.0,2021,MOE
623,Puerto Rico,Colorado,254.0,2021,MOE
624,Alabama,Connecticut,532.0,2021,Estimate
625,Alaska,Connecticut,0.0,2021,Estimate
626,Arizona,Connecticut,2705.0,2021,Estimate
627,Arkansas,Connecticut,31.0,2021,Estimate
628,California,Connecticut,5189.0,2021,Estimate
629,Colorado,Connecticut,1773.0,2021,Estimate
630,Connecticut,Connecticut,,2021,Estimate
631,Delaware,Connecticut,786.0,2021,Estimate
632,District of Columbia ,Connecticut,1102.0,2021,Estimate
633,Florida,Connecticut,15801.0,2021,Estimate
634,Georgia,Connecticut,513.0,2021,Estimate
635,Hawaii,Connecticut,434.0,2021,Estimate
636,Idaho,Connecticut,305.0,2021,Estimate
637,Illinois,Connecticut,1778.0,2021,Estimate
638,Indiana,Connecticut,721.0,2021,Estimate
639,Iowa,Connecticut,14.0,2021,Estimate
640,Kansas,Connecticut,294.0,2021,Estimate
641,Kentucky,Connecticut,511.0,2021,Estimate
642,Louisiana,Connecticut,1107.0,2021,Estimate
643,Maine,Connecticut,2739.0,2021,Estimate
644,Maryland,Connecticut,1999.0,2021,Estimate
645,Massachusetts,Connecticut,12795.0,2021,Estimate
646,Michigan,Connecticut,832.0,2021,Estimate
647,Minnesota,Connecticut,264.0,2021,Estimate
648,Mississippi,Connecticut,0.0,2021,Estimate
649,Missouri,Connecticut,151.0,2021,Estimate
650,Montana,Connecticut,609.0,2021,Estimate
651,Nebraska,Connecticut,0.0,2021,Estimate
652,Nevada,Connecticut,141.0,2021,Estimate
653,New Hampshire,Connecticut,1726.0,2021,Estimate
654,New Jersey,Connecticut,2061.0,2021,Estimate
655,New Mexico,Connecticut,131.0,2021,Estimate
656,New York,Connecticut,12538.0,2021,Estimate
657,North Carolina,Connecticut,4741.0,2021,Estimate
658,North Dakota,Connecticut,47.0,2021,Estimate
659,Ohio,Connecticut,1166.0,2021,Estimate
660,Oklahoma,Connecticut,19.0,2021,Estimate
661,Oregon,Connecticut,249.0,2021,Estimate
662,Pennsylvania,Connecticut,3973.0,2021,Estimate
663,Rhode Island,Connecticut,2753.0,2021,Estimate
664,South Carolina,Connecticut,2836.0,2021,Estimate
665,South Dakota,Connecticut,0.0,2021,Estimate
666,Tennessee,Connecticut,1462.0,2021,Estimate
667,Texas,Connecticut,2506.0,2021,Estimate
668,Utah,Connecticut,171.0,2021,Estimate
669,Vermont,Connecticut,1221.0,2021,Estimate
670,Virginia,Connecticut,3396.0,2021,Estimate
671,Washington,Connecticut,1536.0,2021,Estimate
672,West Virginia,Connecticut,568.0,2021,Estimate
673,Wisconsin,Connecticut,346.0,2021,Estimate
674,Wyoming,Connecticut,6.0,2021,Estimate
675,Puerto Rico,Connecticut,551.0,2021,Estimate
676,Alabama,Connecticut,464.0,2021,MOE
677,Alaska,Connecticut,184.0,2021,MOE
678,Arizona,Connecticut,1100.0,2021,MOE
679,Arkansas,Connecticut,58.0,2021,MOE
680,California,Connecticut,1872.0,2021,MOE
681,Colorado,Connecticut,852.0,2021,MOE
682,Connecticut,Connecticut,,2021,MOE
683,Delaware,Connecticut,600.0,2021,MOE
684,District of Columbia ,Connecticut,562.0,2021,MOE
685,Florida,Connecticut,4348.0,2021,MOE
686,Georgia,Connecticut,417.0,2021,MOE
687,Hawaii,Connecticut,333.0,2021,MOE
688,Idaho,Connecticut,457.0,2021,MOE
689,Illinois,Connecticut,906.0,2021,MOE
690,Indiana,Connecticut,405.0,2021,MOE
691,Iowa,Connecticut,25.0,2021,MOE
692,Kansas,Connecticut,343.0,2021,MOE
693,Kentucky,Connecticut,393.0,2021,MOE
694,Louisiana,Connecticut,1452.0,2021,MOE
695,Maine,Connecticut,1167.0,2021,MOE
696,Maryland,Connecticut,792.0,2021,MOE
697,Massachusetts,Connecticut,2101.0,2021,MOE
698,Michigan,Connecticut,593.0,2021,MOE
699,Minnesota,Connecticut,217.0,2021,MOE
700,Mississippi,Connecticut,233.0,2021,MOE
701,Missouri,Connecticut,165.0,2021,MOE
702,Montana,Connecticut,494.0,2021,MOE
703,Nebraska,Connecticut,170.0,2021,MOE
704,Nevada,Connecticut,198.0,2021,MOE
705,New Hampshire,Connecticut,826.0,2021,MOE
706,New Jersey,Connecticut,829.0,2021,MOE
707,New Mexico,Connecticut,220.0,2021,MOE
708,New York,Connecticut,2470.0,2021,MOE
709,North Carolina,Connecticut,1731.0,2021,MOE
710,North Dakota,Connecticut,59.0,2021,MOE
711,Ohio,Connecticut,520.0,2021,MOE
712,Oklahoma,Connecticut,33.0,2021,MOE
713,Oregon,Connecticut,203.0,2021,MOE
714,Pennsylvania,Connecticut,1579.0,2021,MOE
715,Rhode Island,Connecticut,1066.0,2021,MOE
716,South Carolina,Connecticut,1191.0,2021,MOE
717,South Dakota,Connecticut,170.0,2021,MOE
718,Tennessee,Connecticut,802.0,2021,MOE
719,Texas,Connecticut,1197.0,2021,MOE
720,Utah,Connecticut,180.0,2021,MOE
721,Vermont,Connecticut,579.0,2021,MOE
722,Virginia,Connecticut,1500.0,2021,MOE
723,Washington,Connecticut,797.0,2021,MOE
724,West Virginia,Connecticut,542.0,2021,MOE
725,Wisconsin,Connecticut,256.0,2021,MOE
726,Wyoming,Connecticut,15.0,2021,MOE
727,Puerto Rico,Connecticut,622.0,2021,MOE
728,Alabama,Delaware,43.0,2021,Estimate
729,Alaska,Delaware,339.0,2021,Estimate
730,Arizona,Delaware,1554.0,2021,Estimate
731,Arkansas,Delaware,68.0,2021,Estimate
732,California,Delaware,1012.0,2021,Estimate
733,Colorado,Delaware,643.0,2021,Estimate
734,Connecticut,Delaware,488.0,2021,Estimate
735,Delaware,Delaware,,2021,Estimate
736,District of Columbia ,Delaware,3560.0,2021,Estimate
737,Florida,Delaware,4732.0,2021,Estimate
738,Georgia,Delaware,779.0,2021,Estimate
739,Hawaii,Delaware,0.0,2021,Estimate
740,Idaho,Delaware,0.0,2021,Estimate
741,Illinois,Delaware,66.0,2021,Estimate
742,Indiana,Delaware,66.0,2021,Estimate
743,Iowa,Delaware,0.0,2021,Estimate
744,Kansas,Delaware,0.0,2021,Estimate
745,Kentucky,Delaware,66.0,2021,Estimate
746,Louisiana,Delaware,0.0,2021,Estimate
747,Maine,Delaware,35.0,2021,Estimate
748,Maryland,Delaware,6322.0,2021,Estimate
749,Massachusetts,Delaware,210.0,2021,Estimate
750,Michigan,Delaware,1001.0,2021,Estimate
751,Minnesota,Delaware,41.0,2021,Estimate
752,Mississippi,Delaware,0.0,2021,Estimate
753,Missouri,Delaware,0.0,2021,Estimate
754,Montana,Delaware,0.0,2021,Estimate
755,Nebraska,Delaware,313.0,2021,Estimate
756,Nevada,Delaware,720.0,2021,Estimate
757,New Hampshire,Delaware,38.0,2021,Estimate
758,New Jersey,Delaware,2044.0,2021,Estimate
759,New Mexico,Delaware,0.0,2021,Estimate
760,New York,Delaware,1521.0,2021,Estimate
761,North Carolina,Delaware,762.0,2021,Estimate
762,North Dakota,Delaware,0.0,2021,Estimate
763,Ohio,Delaware,238.0,2021,Estimate
764,Oklahoma,Delaware,85.0,2021,Estimate
765,Oregon,Delaware,94.0,2021,Estimate
766,Pennsylvania,Delaware,6699.0,2021,Estimate
767,Rhode Island,Delaware,5.0,2021,Estimate
768,South Carolina,Delaware,71.0,2021,Estimate
769,South Dakota,Delaware,0.0,2021,Estimate
770,Tennessee,Delaware,249.0,2021,Estimate
771,Texas,Delaware,756.0,2021,Estimate
772,Utah,Delaware,498.0,2021,Estimate
773,Vermont,Delaware,41.0,2021,Estimate
774,Virginia,Delaware,1270.0,2021,Estimate
775,Washington,Delaware,0.0,2021,Estimate
776,West Virginia,Delaware,42.0,2021,Estimate
777,Wisconsin,Delaware,0.0,2021,Estimate
778,Wyoming,Delaware,0.0,2021,Estimate
779,Puerto Rico,Delaware,220.0,2021,Estimate
780,Alabama,Delaware,64.0,2021,MOE
781,Alaska,Delaware,565.0,2021,MOE
782,Arizona,Delaware,1861.0,2021,MOE
783,Arkansas,Delaware,126.0,2021,MOE
784,California,Delaware,638.0,2021,MOE
785,Colorado,Delaware,760.0,2021,MOE
786,Connecticut,Delaware,423.0,2021,MOE
787,Delaware,Delaware,,2021,MOE
788,District of Columbia ,Delaware,1052.0,2021,MOE
789,Florida,Delaware,2390.0,2021,MOE
790,Georgia,Delaware,593.0,2021,MOE
791,Hawaii,Delaware,200.0,2021,MOE
792,Idaho,Delaware,214.0,2021,MOE
793,Illinois,Delaware,65.0,2021,MOE
794,Indiana,Delaware,75.0,2021,MOE
795,Iowa,Delaware,170.0,2021,MOE
796,Kansas,Delaware,187.0,2021,MOE
797,Kentucky,Delaware,86.0,2021,MOE
798,Louisiana,Delaware,230.0,2021,MOE
799,Maine,Delaware,56.0,2021,MOE
800,Maryland,Delaware,2553.0,2021,MOE
801,Massachusetts,Delaware,246.0,2021,MOE
802,Michigan,Delaware,1425.0,2021,MOE
803,Minnesota,Delaware,66.0,2021,MOE
804,Mississippi,Delaware,233.0,2021,MOE
805,Missouri,Delaware,198.0,2021,MOE
806,Montana,Delaware,184.0,2021,MOE
807,Nebraska,Delaware,460.0,2021,MOE
808,Nevada,Delaware,707.0,2021,MOE
809,New Hampshire,Delaware,65.0,2021,MOE
810,New Jersey,Delaware,873.0,2021,MOE
811,New Mexico,Delaware,224.0,2021,MOE
812,New York,Delaware,619.0,2021,MOE
813,North Carolina,Delaware,341.0,2021,MOE
814,North Dakota,Delaware,170.0,2021,MOE
815,Ohio,Delaware,308.0,2021,MOE
816,Oklahoma,Delaware,103.0,2021,MOE
817,Oregon,Delaware,154.0,2021,MOE
818,Pennsylvania,Delaware,2328.0,2021,MOE
819,Rhode Island,Delaware,11.0,2021,MOE
820,South Carolina,Delaware,72.0,2021,MOE
821,South Dakota,Delaware,170.0,2021,MOE
822,Tennessee,Delaware,283.0,2021,MOE
823,Texas,Delaware,559.0,2021,MOE
824,Utah,Delaware,584.0,2021,MOE
825,Vermont,Delaware,93.0,2021,MOE
826,Virginia,Delaware,715.0,2021,MOE
827,Washington,Delaware,213.0,2021,MOE
828,West Virginia,Delaware,49.0,2021,MOE
829,Wisconsin,Delaware,157.0,2021,MOE
830,Wyoming,Delaware,208.0,2021,MOE
831,Puerto Rico,Delaware,370.0,2021,MOE
832,Alabama,District,275.0,2021,of
833,Alaska,District,0.0,2021,of
834,Arizona,District,498.0,2021,of
835,Arkansas,District,181.0,2021,of
836,California,District,4009.0,2021,of
837,Colorado,District,2406.0,2021,of
838,Connecticut,District,393.0,2021,of
839,Delaware,District,604.0,2021,of
840,District of Columbia ,District,,2021,of
841,Florida,District,1917.0,2021,of
842,Georgia,District,920.0,2021,of
843,Hawaii,District,433.0,2021,of
844,Idaho,District,0.0,2021,of
845,Illinois,District,1282.0,2021,of
846,Indiana,District,171.0,2021,of
847,Iowa,District,0.0,2021,of
848,Kansas,District,0.0,2021,of
849,Kentucky,District,391.0,2021,of
850,Louisiana,District,325.0,2021,of
851,Maine,District,103.0,2021,of
852,Maryland,District,20950.0,2021,of
853,Massachusetts,District,1328.0,2021,of
854,Michigan,District,593.0,2021,of
855,Minnesota,District,211.0,2021,of
856,Mississippi,District,0.0,2021,of
857,Missouri,District,553.0,2021,of
858,Montana,District,0.0,2021,of
859,Nebraska,District,0.0,2021,of
860,Nevada,District,49.0,2021,of
861,New Hampshire,District,357.0,2021,of
862,New Jersey,District,926.0,2021,of
863,New Mexico,District,344.0,2021,of
864,New York,District,3010.0,2021,of
865,North Carolina,District,653.0,2021,of
866,North Dakota,District,0.0,2021,of
867,Ohio,District,363.0,2021,of
868,Oklahoma,District,670.0,2021,of
869,Oregon,District,351.0,2021,of
870,Pennsylvania,District,1825.0,2021,of
871,Rhode Island,District,76.0,2021,of
872,South Carolina,District,798.0,2021,of
873,South Dakota,District,0.0,2021,of
874,Tennessee,District,281.0,2021,of
875,Texas,District,1198.0,2021,of
876,Utah,District,175.0,2021,of
877,Vermont,District,195.0,2021,of
878,Virginia,District,13211.0,2021,of
879,Washington,District,203.0,2021,of
880,West Virginia,District,0.0,2021,of
881,Wisconsin,District,280.0,2021,of
882,Wyoming,District,114.0,2021,of
883,Puerto Rico,District,103.0,2021,of
884,Alabama,District,220.0,2021,of
885,Alaska,District,184.0,2021,of
886,Arizona,District,351.0,2021,of
887,Arkansas,District,327.0,2021,of
888,California,District,1675.0,2021,of
889,Colorado,District,1344.0,2021,of
890,Connecticut,District,293.0,2021,of
891,Delaware,District,366.0,2021,of
892,District of Columbia ,District,,2021,of
893,Florida,District,742.0,2021,of
894,Georgia,District,612.0,2021,of
895,Hawaii,District,512.0,2021,of
896,Idaho,District,214.0,2021,of
897,Illinois,District,916.0,2021,of
898,Indiana,District,208.0,2021,of
899,Iowa,District,170.0,2021,of
900,Kansas,District,187.0,2021,of
901,Kentucky,District,521.0,2021,of
902,Louisiana,District,312.0,2021,of
903,Maine,District,156.0,2021,of
904,Maryland,District,3739.0,2021,of
905,Massachusetts,District,755.0,2021,of
906,Michigan,District,440.0,2021,of
907,Minnesota,District,232.0,2021,of
908,Mississippi,District,233.0,2021,of
909,Missouri,District,382.0,2021,of
910,Montana,District,184.0,2021,of
911,Nebraska,District,170.0,2021,of
912,Nevada,District,80.0,2021,of
913,New Hampshire,District,339.0,2021,of
914,New Jersey,District,783.0,2021,of
915,New Mexico,District,330.0,2021,of
916,New York,District,1133.0,2021,of
917,North Carolina,District,474.0,2021,of
918,North Dakota,District,170.0,2021,of
919,Ohio,District,292.0,2021,of
920,Oklahoma,District,869.0,2021,of
921,Oregon,District,361.0,2021,of
922,Pennsylvania,District,710.0,2021,of
923,Rhode Island,District,140.0,2021,of
924,South Carolina,District,667.0,2021,of
925,South Dakota,District,170.0,2021,of
926,Tennessee,District,262.0,2021,of
927,Texas,District,893.0,2021,of
928,Utah,District,155.0,2021,of
929,Vermont,District,247.0,2021,of
930,Virginia,District,2272.0,2021,of
931,Washington,District,239.0,2021,of
932,West Virginia,District,216.0,2021,of
933,Wisconsin,District,244.0,2021,of
934,Wyoming,District,205.0,2021,of
935,Puerto Rico,District,177.0,2021,of
936,Alabama,Florida,22507.0,2021,Estimate
937,Alaska,Florida,2163.0,2021,Estimate
938,Arizona,Florida,6748.0,2021,Estimate
939,Arkansas,Florida,1655.0,2021,Estimate
940,California,Florida,24692.0,2021,Estimate
941,Colorado,Florida,18661.0,2021,Estimate
942,Connecticut,Florida,6534.0,2021,Estimate
943,Delaware,Florida,1650.0,2021,Estimate
944,District of Columbia ,Florida,2581.0,2021,Estimate
945,Florida,Florida,,2021,Estimate
946,Georgia,Florida,49163.0,2021,Estimate
947,Hawaii,Florida,2527.0,2021,Estimate
948,Idaho,Florida,1322.0,2021,Estimate
949,Illinois,Florida,10647.0,2021,Estimate
950,Indiana,Florida,10336.0,2021,Estimate
951,Iowa,Florida,4548.0,2021,Estimate
952,Kansas,Florida,2926.0,2021,Estimate
953,Kentucky,Florida,8392.0,2021,Estimate
954,Louisiana,Florida,6004.0,2021,Estimate
955,Maine,Florida,4322.0,2021,Estimate
956,Maryland,Florida,7927.0,2021,Estimate
957,Massachusetts,Florida,10894.0,2021,Estimate
958,Michigan,Florida,13202.0,2021,Estimate
959,Minnesota,Florida,2712.0,2021,Estimate
960,Mississippi,Florida,2512.0,2021,Estimate
961,Missouri,Florida,5622.0,2021,Estimate
962,Montana,Florida,1566.0,2021,Estimate
963,Nebraska,Florida,1806.0,2021,Estimate
964,Nevada,Florida,6372.0,2021,Estimate
965,New Hampshire,Florida,2758.0,2021,Estimate
966,New Jersey,Florida,7930.0,2021,Estimate
967,New Mexico,Florida,4563.0,2021,Estimate
968,New York,Florida,24444.0,2021,Estimate
969,North Carolina,Florida,37071.0,2021,Estimate
970,North Dakota,Florida,1272.0,2021,Estimate
971,Ohio,Florida,14785.0,2021,Estimate
972,Oklahoma,Florida,4484.0,2021,Estimate
973,Oregon,Florida,2683.0,2021,Estimate
974,Pennsylvania,Florida,15020.0,2021,Estimate
975,Rhode Island,Florida,2176.0,2021,Estimate
976,South Carolina,Florida,14905.0,2021,Estimate
977,South Dakota,Florida,659.0,2021,Estimate
978,Tennessee,Florida,20809.0,2021,Estimate
979,Texas,Florida,31023.0,2021,Estimate
980,Utah,Florida,3093.0,2021,Estimate
981,Vermont,Florida,1172.0,2021,Estimate
982,Virginia,Florida,20603.0,2021,Estimate
983,Washington,Florida,9637.0,2021,Estimate
984,West Virginia,Florida,3835.0,2021,Estimate
985,Wisconsin,Florida,5123.0,2021,Estimate
986,Wyoming,Florida,1541.0,2021,Estimate
987,Puerto Rico,Florida,8215.0,2021,Estimate
988,Alabama,Florida,4614.0,2021,MOE
989,Alaska,Florida,1127.0,2021,MOE
990,Arizona,Florida,2451.0,2021,MOE
991,Arkansas,Florida,926.0,2021,MOE
992,California,Florida,5050.0,2021,MOE
993,Colorado,Florida,4632.0,2021,MOE
994,Connecticut,Florida,2454.0,2021,MOE
995,Delaware,Florida,763.0,2021,MOE
996,District of Columbia ,Florida,1114.0,2021,MOE
997,Florida,Florida,,2021,MOE
998,Georgia,Florida,7541.0,2021,MOE
999,Hawaii,Florida,1106.0,2021,MOE
1000,Idaho,Florida,842.0,2021,MOE
1001,Illinois,Florida,3095.0,2021,MOE
1002,Indiana,Florida,2779.0,2021,MOE
1003,Iowa,Florida,1615.0,2021,MOE
1004,Kansas,Florida,1215.0,2021,MOE
1005,Kentucky,Florida,2547.0,2021,MOE
1006,Louisiana,Florida,3470.0,2021,MOE
1007,Maine,Florida,1381.0,2021,MOE
1008,Maryland,Florida,1831.0,2021,MOE
1009,Massachusetts,Florida,2391.0,2021,MOE
1010,Michigan,Florida,2370.0,2021,MOE
1011,Minnesota,Florida,865.0,2021,MOE
1012,Mississippi,Florida,1278.0,2021,MOE
1013,Missouri,Florida,1710.0,2021,MOE
1014,Montana,Florida,1437.0,2021,MOE
1015,Nebraska,Florida,1117.0,2021,MOE
1016,Nevada,Florida,3030.0,2021,MOE
1017,New Hampshire,Florida,1078.0,2021,MOE
1018,New Jersey,Florida,2260.0,2021,MOE
1019,New Mexico,Florida,1747.0,2021,MOE
1020,New York,Florida,3558.0,2021,MOE
1021,North Carolina,Florida,5424.0,2021,MOE
1022,North Dakota,Florida,1076.0,2021,MOE
1023,Ohio,Florida,3099.0,2021,MOE
1024,Oklahoma,Florida,1641.0,2021,MOE
1025,Oregon,Florida,1093.0,2021,MOE
1026,Pennsylvania,Florida,2960.0,2021,MOE
1027,Rhode Island,Florida,1067.0,2021,MOE
1028,South Carolina,Florida,3770.0,2021,MOE
1029,South Dakota,Florida,526.0,2021,MOE
1030,Tennessee,Florida,4262.0,2021,MOE
1031,Texas,Florida,5855.0,2021,MOE
1032,Utah,Florida,1130.0,2021,MOE
1033,Vermont,Florida,455.0,2021,MOE
1034,Virginia,Florida,4165.0,2021,MOE
1035,Washington,Florida,3415.0,2021,MOE
1036,West Virginia,Florida,1397.0,2021,MOE
1037,Wisconsin,Florida,1725.0,2021,MOE
1038,Wyoming,Florida,1794.0,2021,MOE
1039,Puerto Rico,Florida,2822.0,2021,MOE
1040,Alabama,Georgia,15873.0,2021,Estimate
1041,Alaska,Georgia,1551.0,2021,Estimate
1042,Arizona,Georgia,3474.0,2021,Estimate
1043,Arkansas,Georgia,708.0,2021,Estimate
1044,California,Georgia,9111.0,2021,Estimate
1045,Colorado,Georgia,6419.0,2021,Estimate
1046,Connecticut,Georgia,1255.0,2021,Estimate
1047,Delaware,Georgia,130.0,2021,Estimate
1048,District of Columbia ,Georgia,1662.0,2021,Estimate
1049,Florida,Georgia,44723.0,2021,Estimate
1050,Georgia,Georgia,,2021,Estimate
1051,Hawaii,Georgia,3835.0,2021,Estimate
1052,Idaho,Georgia,421.0,2021,Estimate
1053,Illinois,Georgia,4791.0,2021,Estimate
1054,Indiana,Georgia,2782.0,2021,Estimate
1055,Iowa,Georgia,1306.0,2021,Estimate
1056,Kansas,Georgia,5167.0,2021,Estimate
1057,Kentucky,Georgia,3449.0,2021,Estimate
1058,Louisiana,Georgia,1987.0,2021,Estimate
1059,Maine,Georgia,1180.0,2021,Estimate
1060,Maryland,Georgia,8937.0,2021,Estimate
1061,Massachusetts,Georgia,1625.0,2021,Estimate
1062,Michigan,Georgia,5340.0,2021,Estimate
1063,Minnesota,Georgia,928.0,2021,Estimate
1064,Mississippi,Georgia,2978.0,2021,Estimate
1065,Missouri,Georgia,2356.0,2021,Estimate
1066,Montana,Georgia,547.0,2021,Estimate
1067,Nebraska,Georgia,254.0,2021,Estimate
1068,Nevada,Georgia,1603.0,2021,Estimate
1069,New Hampshire,Georgia,187.0,2021,Estimate
1070,New Jersey,Georgia,1472.0,2021,Estimate
1071,New Mexico,Georgia,713.0,2021,Estimate
1072,New York,Georgia,7342.0,2021,Estimate
1073,North Carolina,Georgia,17698.0,2021,Estimate
1074,North Dakota,Georgia,0.0,2021,Estimate
1075,Ohio,Georgia,3769.0,2021,Estimate
1076,Oklahoma,Georgia,1293.0,2021,Estimate
1077,Oregon,Georgia,1291.0,2021,Estimate
1078,Pennsylvania,Georgia,3622.0,2021,Estimate
1079,Rhode Island,Georgia,196.0,2021,Estimate
1080,South Carolina,Georgia,14963.0,2021,Estimate
1081,South Dakota,Georgia,0.0,2021,Estimate
1082,Tennessee,Georgia,14723.0,2021,Estimate
1083,Texas,Georgia,16781.0,2021,Estimate
1084,Utah,Georgia,1261.0,2021,Estimate
1085,Vermont,Georgia,284.0,2021,Estimate
1086,Virginia,Georgia,10750.0,2021,Estimate
1087,Washington,Georgia,4838.0,2021,Estimate
1088,West Virginia,Georgia,558.0,2021,Estimate
1089,Wisconsin,Georgia,1797.0,2021,Estimate
1090,Wyoming,Georgia,515.0,2021,Estimate
1091,Puerto Rico,Georgia,326.0,2021,Estimate
1092,Alabama,Georgia,3792.0,2021,MOE
1093,Alaska,Georgia,958.0,2021,MOE
1094,Arizona,Georgia,1204.0,2021,MOE
1095,Arkansas,Georgia,811.0,2021,MOE
1096,California,Georgia,2718.0,2021,MOE
1097,Colorado,Georgia,2998.0,2021,MOE
1098,Connecticut,Georgia,820.0,2021,MOE
1099,Delaware,Georgia,236.0,2021,MOE
1100,District of Columbia ,Georgia,836.0,2021,MOE
1101,Florida,Georgia,6817.0,2021,MOE
1102,Georgia,Georgia,,2021,MOE
1103,Hawaii,Georgia,1585.0,2021,MOE
1104,Idaho,Georgia,564.0,2021,MOE
1105,Illinois,Georgia,1658.0,2021,MOE
1106,Indiana,Georgia,1137.0,2021,MOE
1107,Iowa,Georgia,911.0,2021,MOE
1108,Kansas,Georgia,1966.0,2021,MOE
1109,Kentucky,Georgia,1519.0,2021,MOE
1110,Louisiana,Georgia,991.0,2021,MOE
1111,Maine,Georgia,856.0,2021,MOE
1112,Maryland,Georgia,3300.0,2021,MOE
1113,Massachusetts,Georgia,674.0,2021,MOE
1114,Michigan,Georgia,2480.0,2021,MOE
1115,Minnesota,Georgia,555.0,2021,MOE
1116,Mississippi,Georgia,1437.0,2021,MOE
1117,Missouri,Georgia,1294.0,2021,MOE
1118,Montana,Georgia,427.0,2021,MOE
1119,Nebraska,Georgia,261.0,2021,MOE
